"","state","cod","cod_format","cod_type","date","obs","population","pred","lwr","upr","excess","obs_rate","pred_rate","lwr_rate","upr_rate","excess_rate"
"1","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-01-19,244,38586706,245.09718288907,214,277,-1.09718288907041,0.63234213358352,0.635185555587643,0.554595149946202,0.717863815584569,-0.00284342200412342
"2","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-01-26,245,38586706,244.626730215479,215,276,0.373269784521426,0.634933699704764,0.633966346377114,0.557186716067446,0.715272249463326,0.000967353327649751
"3","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-02-02,245,38586706,244.079607010488,214,276,0.920392989511896,0.634933699704764,0.632548440414914,0.554595149946202,0.715272249463326,0.00238525928984945
"4","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-02-09,235,38586706,243.462685900425,213,275.025,-8.46268590042476,0.609018038492324,0.630949648566594,0.552003583824958,0.712745472495112,-0.0219316100742695
"5","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-02-16,231,38586706,242.783860302553,212,274,-11.7838603025529,0.598651774007349,0.629190427144916,0.549412017703714,0.710089117220838,-0.0305386531375673
"6","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-02-23,226,38586706,242.051904690305,212,273,-16.0519046903052,0.585693943401129,0.62729351577796,0.549412017703714,0.707497551099594,-0.0415995723768316
"7","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-03-02,223,38586706,241.276322671135,211,272,-18.2763226711355,0.577919245037397,0.625283543692834,0.54682045158247,0.70490598497835,-0.0473642986554372
"8","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-03-09,217,38586706,240.467186508921,210,272,-23.4671865089215,0.562369848309933,0.623186613827367,0.544228885461226,0.70490598497835,-0.0608167655174336
"9","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-03-16,221,38586706,239.634971711474,209,271,-18.6349717114742,0.572736112794909,0.621029874152705,0.541637319339982,0.702314418857106,-0.0482937613577955
"10","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-03-23,226,38586706,238.790390164523,208,270,-12.7903901645226,0.585693943401129,0.618841085228997,0.539045753218738,0.699722852735862,-0.0331471418278684
"11","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-03-30,231,38586706,237.944225043651,208,269,-6.9442250436505,0.598651774007349,0.616648192368767,0.539045753218738,0.697131286614618,-0.0179964183614183
"12","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-04-06,232,38586706,237.107170397301,207,268,-5.10717039730125,0.601243340128592,0.614478909905658,0.536454187097494,0.694539720493374,-0.0132355697770658
"13","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-04-13,231,38586706,236.289677892111,206,267,-5.28967789211092,0.598651774007349,0.612360324024836,0.53386262097625,0.69194815437213,-0.0137085500174877
"14","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-04-20,229,38586706,235.501812772788,206,266,-6.50181277278838,0.593468641764861,0.61031851947349,0.53386262097625,0.689356588250886,-0.0168498777086295
"15","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-04-27,228,38586706,234.753120638378,205,266,-6.75312063837757,0.590877075643617,0.608378234302709,0.531271054855006,0.689356588250886,-0.0175011586590925
"16","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-05-04,228,38586706,234.052506198756,204,266,-6.05250619875596,0.590877075643617,0.606562545656932,0.528679488733762,0.689356588250886,-0.0156854700133149
"17","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-05-11,227,38586706,233.408124770353,203,264,-6.40812477035257,0.588285509522373,0.604892588577923,0.526087922612518,0.684173456008398,-0.0166070790555498
"18","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-05-18,235,38586706,232.827286914875,202,264,2.17271308512528,0.609018038492324,0.60338730886973,0.523496356491274,0.684173456008398,0.00563072962259406
"19","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-05-25,233,38586706,232.316376331287,203.975,263,0.683623668713153,0.603834906249836,0.602063250310319,0.528614699580731,0.681581889887154,0.00177165593951749
"20","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-06-01,232,38586706,231.880780886705,202,263,0.119219113295088,0.601243340128592,0.600934375913572,0.523496356491274,0.681581889887154,0.000308964215020293
"21","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-06-08,235,38586706,231.524836518687,202,263,3.4751634813131,0.609018038492324,0.600011922548369,0.523496356491274,0.681581889887154,0.00900611594395516
"22","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-06-15,236,38586706,231.251783657852,202,262,4.74821634214794,0.611609604613568,0.599304288004921,0.523496356491274,0.678990323765911,0.0123053166086474
"23","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-06-22,232,38586706,231.063735799983,202,262,0.936264200016723,0.601243340128592,0.598816949547296,0.523496356491274,0.678990323765911,0.00242639058129689
"24","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-06-29,234,38586706,230.96165989171,201,262,3.03834010828982,0.60642647237108,0.59855241308162,0.52090479037003,0.678990323765911,0.00787405928946051
"25","California","cancer_lung_uc_ma","Lung Cancer","Underlying Cause",2014-07-06,237,38586706,230.945368271767,201,261,6.05463172823312,0.614201170734812,0.598510192271315,0.52090479037003,0.676398757644667,0.0156909784634976
